Name_submitted,Accepted_name,Order,Matrix_name,Major Clade,Sample_Number,Sample_ID,Sample,Leaf Side
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.1,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.10,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.11,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.12,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.13,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.14,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.15,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.16,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.17,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.18,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.19,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.2,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.20,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.21,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.22,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.23,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.24,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.25,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.26,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.27,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.28,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.29,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.3,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.30,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.4,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.5,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.6,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.7,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.8,3.01.1,3.01,NA
Iris germanica 'Kharput',Iris,Asparagales,,monocots,3.01.1.9,3.01.1,3.01,NA
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.1,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.10,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.11,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.12,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.13,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.14,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.15,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.16,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.17,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.18,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.19,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.2,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.20,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.21,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.22,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.23,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.24,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.25,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.26,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.27,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.28,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.29,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.3,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.30,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.4,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.5,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.6,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.7,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.8,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.1.9,3.02.1,3.02,abaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.1,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.10,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.11,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.12,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.13,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.14,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.15,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.16,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.17,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.18,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.19,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.2,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.20,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.21,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.22,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.23,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.24,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.25,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.26,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.27,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.28,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.29,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.3,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.30,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.4,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.5,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.6,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.7,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.8,3.02.2,3.02,adaxial
Iris_Rainbow_Grand,Iris_japonica,Asparagales,Iris_japonica,monocots,3.02.2.9,3.02.2,3.02,adaxial
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.1,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.10,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.11,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.12,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.13,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.14,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.15,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.16,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.17,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.18,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.19,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.2,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.20,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.21,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.22,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.23,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.24,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.25,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.26,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.27,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.28,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.29,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.3,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.30,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.4,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.5,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.6,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.7,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.8,3.03.1,3.03,NA
Fuschia_Mrs_Popple,,Myrtales,,eudicots,3.03.1.9,3.03.1,3.03,NA
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.1,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.10,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.11,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.12,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.13,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.14,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.15,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.16,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.17,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.18,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.19,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.2,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.20,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.21,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.22,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.23,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.24,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.25,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.26,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.27,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.28,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.29,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.3,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.30,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.4,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.5,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.6,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.7,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.8,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.1.9,3.04.1,3.04,adaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.1,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.10,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.11,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.12,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.13,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.14,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.15,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.16,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.17,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.18,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.19,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.2,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.20,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.21,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.22,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.23,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.24,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.25,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.26,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.27,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.28,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.29,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.3,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.30,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.4,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.5,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.6,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.7,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.8,3.04.2,3.04,abaxial
Saxifraga_hostii_ssp_hostii,Saxifraga_hostii,Saxifragales,Saxifraga_hostii,eudicots,3.04.2.9,3.04.2,3.04,abaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.1,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.10,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.11,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.12,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.13,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.14,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.15,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.16,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.17,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.18,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.19,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.2,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.20,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.21,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.22,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.23,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.24,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.25,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.26,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.27,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.28,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.29,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.3,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.30,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.4,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.5,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.6,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.7,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.8,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.1.9,3.05.1,3.05,adaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.2.1,3.05.2,3.05,abaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.2.10,3.05.2,3.05,abaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.2.11,3.05.2,3.05,abaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.2.12,3.05.2,3.05,abaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.2.13,3.05.2,3.05,abaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.2.14,3.05.2,3.05,abaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.2.15,3.05.2,3.05,abaxial
Trifolium_pannonicum,Trifolium_pannonicum,Fabales,Trifolium_pannonicum,eudicots,3.05.2.16,3.05.2,3.05,abaxial
